Name.auth,Dispersal,Pollination,Fruit type by Corlett,Fruit Colour,Fruit type,Fruit Shape,Pericarp,Dehiscence,Fruit Description,Aril,Seed Shape,Seed Colour,Fruit Length (cm) min,Fruit Width (cm) min,No. Seed min,Seed Length (mm) min,Seed width (mm) min,Fruit Length (cm) max,Fruit Width (cm) max,No. Seed max,Seed Length (mm) max,Seed width (mm) max,Fruit Length (cm) mean,Fruit Width (cm) mean,No. Seed mean,Seed Length (mm) mean,Seed width (mm) mean
Erycibe griffithii C.B. Clarke,others,insect,simple,greyish-brown (dry),berry,obpyriform,NA,NA,little fleshy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2,1,NA,NA
Tacca leontopetaloides (L.) Kuntze,"ingestion (berries, drupes or aggregate fruits)",insect,simple,pale to darker green turn pale orange,berry-like,"globose, sometimes ellipsoid or ovoid","fleshy, 1.5mm thick",n,NA,NA,ovoid to ellipsoid,yellowish-brown,NA,1.5,NA,5,3,NA,2.5,NA,8,5,3.5,NA,NA,NA,NA
Diospyros apiculata Hiern,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,ovoid or ellipsoid,NA,NA,"flesh pulpy, rusty hairy",NA,oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,NA,NA
Diospyros lanceaefolia Roxb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,globose,NA,NA,flesh pulpy,NA,oblong,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,2,NA,NA,NA
Elaeocarpus rugosus Roxb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ellipsoid,NA,NA,"smooth, more or less glabrous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,NA,NA
Sindora coriacea Maingay ex Prain,others,insect,dehiscent,NA,pods,ellipsoid,NA,y,slightly hairy,arillate,NA,NA,7,4,2,NA,NA,10,6,3,NA,NA,NA,NA,NA,NA,NA
Sindora wallichii Benth.,others,insect,dehiscent,NA,pods,broadly obovoid or ellipsoid,NA,y,NA,arillate,suborbicular,NA,6,4,1,NA,NA,10,6,3,NA,NA,NA,NA,NA,NA,20
Cryptocarya griffithiana Wight,"ingestion (berries, drupes or aggregate fruits)",insect,simple,black,drupaceous,globose,NA,NA,"enclosed in accrescent perianth-tube, glabrous",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,NA,NA,NA,NA
Litsea ferruginea Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
Litsea machilifolia Gamble,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green with pale dots,NA,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
Litsea robusta Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,pale green turn blue,NA,hemispherical,NA,NA,shiny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
Aglaia malaccensis (Ridl.) Pannell,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,reddish-brown,capsule,depressed-globose,NA,y,"densely covered with hairs and scales, white latex",complete red or yellow aril 1-2mm thick,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,38,NA,6,7,NA,NA,20
Syzygium claviflorum var. claviflorum (Roxb.) Wall. ex A.M.Cowan & Cowan,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,greenish pink to pink and dark red to purplish red,berry,broadly spindle-shaped to ovoid or globose to oblong globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA
Syzygium griffithii (Duthie) Merr. & L.M.Perry,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,almost globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA
Syzygium pachyphyllum (Kurz) Merr. & L. M. Perry,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,obovoid or oblong obovoid,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2.5,2,NA,NA,NA
Syzygium palembanicum Miq.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
Syzygium pyrifolium (Blume) DC.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,depressed globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2.5,2,NA,NA,NA
Syzygium scortechinii var. scortechinii (King) P.Chantaranothai & J.Parn.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,oblong globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
Chionanthus macrocarpus Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green or yellow turn black,drupaceous,oblong-elliptic,smooth,NA,"exocarp thin and fleshy, mesocarp 3-5mm leathery",NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA
Nephelium costatum Hiern,"ingestion (berries, drupes or aggregate fruits)",insect,protected,NA,lobed,ellipsoid,NA,NA,sparsely puberulous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,NA,NA,NA
Xerospermum laevigatum Radlk.,"ingestion (berries, drupes or aggregate fruits)",insect,protected,orange to pinkish,lobular capsule,globose to oblong-ellipsoid,NA,NA,densely spiny,NA,NA,NA,2.5,1.5,NA,NA,NA,3.75,2.5,NA,NA,NA,NA,NA,NA,NA,NA
Palaquium hexandrum (Griff.) Baill.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,berry,globose to ellipsoid,NA,NA,fleshy,NA,ovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.286,2.032,1,15.24,12.7
Palaquium microphyllum King & Gamble,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,round,NA,NA,fleshy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.032,1,17.78,15.24
Palaquium oxleyanum Pierre,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berry,round to oblong,NA,NA,"finely hairy, fleshy",NA,oblong,NA,NA,1.778,NA,NA,NA,NA,2.286,NA,NA,NA,NA,NA,1,17.78,12.7
Payena lucida (G. Don) DC.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,round or ellipsoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,2.032,1,25.4,12.7
Payena obscura Burck,"ingestion (berries, drupes or aggregate fruits)",insect,simple,velvety brown,NA,ovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.048,2.032,1,22.86,15.24
Cyathostemma viridiflorum Griff.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange,carpel,oblong obtuse,NA,NA,NA,NA,ovoid,NA,3.175,NA,8,NA,NA,3.81,NA,10,NA,NA,NA,NA,NA,NA,NA
Gonocaryum gracile Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,drupe,"ellipsoid-oblongoid, subobovoid",NA,NA,exocarp spongious,NA,NA,NA,3,1.5,NA,NA,NA,4.5,2.8,NA,NA,NA,NA,NA,1,NA,NA
Alangium nobile (C. B. Clarke) Harms,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ellipsoid,NA,NA,"thin pulp, tomentose",NA,NA,NA,NA,1.016,NA,NA,NA,NA,3.302,NA,NA,NA,2.54,NA,NA,NA,NA
Elaeocarpus stipularis Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,drupe,globose or ellipsoid,NA,NA,glabrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,1,NA,NA
Antiaris toxicaria Lesch.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red to crimson,infructescence,ellipsoid,NA,NA,NA,NA,ellipsoid,NA,1.2,NA,NA,5,NA,4.5,NA,NA,20,NA,NA,NA,NA,NA,NA
Syzygium nigricans (King) Merr. & L. M. Perry,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2.2,NA,NA,NA
Prunus polystachya (Hook. f.) Kalkm.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green?,drupe,transversely ellipsoid,NA,NA,"exocarp glabrous, endocarp glabrous",NA,NA,NA,1.3,1.7,NA,NA,NA,2.1,2.7,NA,NA,NA,NA,NA,NA,NA,NA
Ryparosa hullettii King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,greyish,berry (capsular),obovoid or subglobose,"coriaceous, thin",NA,nearly glabrous,NA,semiglobose,NA,2,2,NA,NA,NA,6,2.5,NA,NA,NA,NA,NA,NA,15,10
Melanochyla auriculata Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,drupe,depressed-globose or slightly oblong,NA,NA,NA,"hairy, mesocarp and endocarp full of black resin",NA,NA,NA,2,2,NA,NA,NA,3.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
Artabotrys costatus King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,carpel,ellipsoid,NA,NA,glabrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Fissistigma fulgens (Hook. f. & Thoms.) Merr.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,berried carpels,"ovoid, globose",NA,NA,silky tomentose,NA,oblong,NA,2.54,NA,NA,NA,NA,3.81,NA,NA,NA,NA,NA,2.286,NA,NA,NA
Canarium littorale Blume,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,blue-black,drupe-like,ellipsoid,fleshy,NA,NA,NA,NA,NA,4.5,1.5,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA
Platea latifolia Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,lemon-yellow to reddish-ornage turn purplish-black,drupe,narrowly ovoid-ellipsoid,NA,NA,"glabrous, fleshy exocarp, bitter, albumen white, slimy, bluish when cut",NA,NA,NA,2.5,2,NA,NA,NA,4.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA
Nothaphoebe umbelliflora (Blume) Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,dark purple,NA,oblong-obovoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,NA,NA,NA,NA
Ficus albipila (Miq.) King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to pink to red,fake fruit (receptacle),subglobose,NA,NA,"caducous, white puberulous to tomentose",NA,NA,NA,NA,1,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
Ficus binnendykii Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,whitish to pinkish,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
Ficus bracteata Wall. ex Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to orange to red,fake fruit (receptacle),subglobose,NA,NA,"brown floccose-tomentose to subvillous, glabrescent",NA,NA,NA,NA,1.2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Ficus caulocarpa (Miq.) Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white to pink to purple to blackish,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
Ficus consociata Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to dark red,fake fruit (receptacle),subglobose,NA,NA,"brwon tomentose, glabrescent",NA,NA,NA,NA,0.8,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA
Ficus crassiramea Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to dark red,fake fruit (receptacle),subglobose to ovoid to obovoid or to ellipsoid,NA,NA,(sub)glabrous or sparsely white puberulous,NA,NA,NA,NA,0.8,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA
Ficus delosyce Corner,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to purplish red,fake fruit (receptacle),subglobose to ovoid,NA,NA,glabrous,NA,NA,NA,NA,0.4,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA
Ficus excavata King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to red,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA
Ficus kerkhovenii Valeton,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to orange to purplish red,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Ficus microsyce Ridl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellowish?,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA
Ficus pellucidopunctata Griff.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to red,fake fruit (receptacle),ellipsoid,NA,NA,glabrous,NA,NA,NA,1,0.6,NA,NA,NA,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA
Ficus pisocarpa Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to red,fake fruit (receptacle),subglobose,NA,NA,"punctate to subpustullate, glabrous",NA,NA,NA,NA,0.6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Ficus recurva var. ribesoides Blume | King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to red,fake fruit (receptacle),subglobose,NA,NA,glabrous,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
Ficus retusa L.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to dark red,fake fruit (receptacle),subglobose,NA,NA,dark brown appressed hair or glabrous,NA,NA,NA,NA,0.6,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA
Ficus sinuata Thunb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to red,fake fruit (receptacle),(sub)globose to ellipsoid,NA,NA,"sparsely hispidulous, scabrous",NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
Ficus subgeideri var. rigida Corner | (Miq.) Corner,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to dark red,fake fruit (receptacle),depressed-globose to ovoid to obovoid or to ellipsoid,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA
Ficus subgeideri var. subgeideri Corner,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange to red,fake fruit (receptacle),ellipsoid to ovoid,NA,NA,(sub)glabrous,NA,NA,NA,NA,0.8,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA
Ficus sundaica var. sundaica Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to red,fake fruit (receptacle),subglobose to ovoid to ellipsoid or to obovoid,NA,NA,glabrous,NA,NA,NA,NA,0.8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Pandanus singaporensis Kaneh.,NA,NA,compound,NA,drupe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus vasculosa Wall. ex Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green?,fake fruit (receptacle),subglobose,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Ficus virens Aiton,"ingestion (berries, drupes or aggregate fruits)",insect,simple,white to pink to purple to blackish,fake fruit (receptacle),subglobose,NA,NA,"wrinkled, glabrous",NA,NA,NA,NA,0.4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Ficus xylophylla Wall. ex Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow to red,fake fruit (receptacle),ellipsoid to subovoid,NA,NA,(sub)glabrous,NA,NA,NA,3,2,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA
Strombosia ceylanica Gardn.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,pink to purple,drupe,subglobose,"thin, fleshy",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,1.2
Ximenia americana L.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,"yellow, orange or red",drupe (plum-like),subglobose,"pulpy, green",NA,NA,NA,NA,NA,NA,1.5,NA,15,NA,NA,3,NA,25,NA,2.5,NA,1,NA,NA
Merope angulata (Willd.) Swingle,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,berry,ovoid to ellipsoid,"thick, aromatic",NA,NA,NA,NA,NA,3,NA,NA,20,NA,4.5,NA,NA,30,NA,NA,NA,NA,NA,NA
Flacourtia rukam Zoll. & Moritzi,"ingestion (berries, drupes or aggregate fruits)",insect,simple,light-green to pink or purplish-green to dark-red,drupe (berry-like),globose or depressed-globose,NA,n,"whitish pulp, fleshy",NA,obovoid,NA,NA,2,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA
Palaquium obovatum (Griff.) Engl.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,berry,round to ellipsoid,NA,NA,fleshy,NA,ovoid,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2.54,2.286,NA,20.32,15.24
Tetramerista glabra Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,NA,NA,NA,NA,NA,long ovoid,brown,NA,1.5,NA,10,5,NA,3,NA,15,8,NA,NA,4,NA,NA
Artabotrys crassifolius Hook. f. & Thoms.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,carpel,ovoid or obovoid,NA,NA,glabrous,NA,oblong compressed,NA,3.175,1.905,NA,NA,NA,4.191,2.921,NA,NA,NA,NA,NA,2,22.86,15.24
Fagraea ceilanica Thunb.,NA,NA,simple,"glaucous-white, coffe-brown or black",berry,"ovoid, or ellipsoid to subglobular",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aglaia spectabilis (Miq.) S. S. Jain & Bennet,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,"brown, red or yellow",capsule,subglobose or obovoid,"1cm thick, white latex, shiny reddish-brown inside",y,dense stellate hair,"complete 2-4mm aril red, orange-red, yellow or white",NA,NA,6,5.5,0,35,20,9,9,1,50,27,NA,NA,NA,NA,NA
Xanthophyllum discolor Chodat,"ingestion (berries, drupes or aggregate fruits)",insect,simple,light brown,NA,globular,thin,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Goniothalamus ridleyi King,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,green,carpel,globular,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2.54,NA,NA,NA
Goniothalamus tortilipetalus M. R. Hend.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,carpel,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Xylopia magna Maing. ex Hook.f. & Thoms.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,carpel?,obovoid,NA,NA,minutely tomentose,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,2.54,NA,NA,NA
Salacia korthalsiana Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,subglobose,NA,NA,NA,NA,subglobose,NA,NA,2,NA,NA,13.3,NA,3,NA,NA,20,NA,NA,1,NA,NA
Garcinia parvifolia Miq.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange,berry,roundish or elongate,NA,n,"occasionally umbonate, pulpy",pulpy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diospyros coriacea Hiern,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,globose,NA,NA,flesh pulpy,NA,oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA
Diospyros pilosanthera var. oblonga Blanco | (Wall. ex G. Don) Ng,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,ovoid,NA,NA,"flesh pulpy, glabrous",NA,oblong,NA,NA,NA,8,NA,NA,NA,NA,10,NA,NA,2.5,2.5,NA,NA,NA
Diospyros siamang Bakh.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,NA,NA,NA,flesh pulpy,NA,oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,8,NA,NA
Diospyros styraciformis King & Gamble,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,NA,globose,NA,NA,"flesh pulpy, densely minutely tomentose",NA,oblong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,8,NA,NA
Elaeocarpus macrocerus (Turcz.) Merr.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ellipsoid,NA,NA,smooth glabrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,1,NA,NA
Elaeocarpus nitidus Jack,"ingestion (berries, drupes or aggregate fruits)",insect,simple,green,drupe,globose,NA,NA,glabrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,NA,NA
Litsea costalis (Blume) Kosterm.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellow turning reddish,NA,globose,NA,NA,smelling strongly of resin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,NA,NA
Strychnos maingayi C.B. Clarke,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange or red,berry,globular,NA,NA,orange pulp fleshy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA
Aglaia macrocarpa (Miq.) Pannell,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,NA,capsule,obovoid,NA,y,NA,"complete red, orange or white",NA,brown testa,NA,NA,0,NA,NA,NA,NA,1,NA,NA,6,5.5,NA,55,25
Chisocheton erythrocarpus Hiern,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,yellow to blood-red,capsule,globose,white latex,NA,NA,NA,NA,orange-red,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,25,NA
Dysoxylum carolinae Mabb.,"ingestion (berries, drupes or aggregate fruits)",insect,dehiscent,orange-red,capsule,depressed-globose,NA,NA,split into 4,NA,NA,black with orange sarcotesta,NA,NA,1,NA,NA,NA,NA,2,NA,NA,5,7,NA,30,25
Sandoricum beccarianum Baill.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange-red or pinkish yellow,drupe,subglobose,white latex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.5,NA,20,10
Ficus fistulosa Reinw. ex Blume,"ingestion (berries, drupes or aggregate fruits)",insect,simple,yellowish or red,fake fruit (receptacle),subglobose to obovoid to subpyriform,NA,NA,(sub)glabrous,NA,NA,NA,NA,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium inophyllum DC.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globose to depressed globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1,NA,NA
Syzygium papillosum (Duthie) Merr. & L.M.Perry,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globular,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2.5,NA,NA,NA
Syzygium pendens (Duthie) I. M. Turner,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,depressed globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2.5,NA,NA,NA
Syzygium ridleyi (King) P.Chantaranothai & J.Parn.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globose,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2.5,3,NA,NA,NA
Syzygium subdecussatum var. subdecussatum (Wall. ex Duthie) I.M.Turner,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,NA,berry,globose or pyriform,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2.5,NA,NA,NA
Syzygium urophyllum Merr.,"ingestion (berries, drupes or aggregate fruits)",mammal,simple,green becoming red,berry,elliptic,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,3.8,2.5,NA,NA,NA
Drypetes longifolia (Blume) Pax & Hoffm.,others,insect,simple,orange-brown to orange,drupe,oblong,NA,n,"leathery, fleshy, pulp orange, sweet, edible, slightly irritant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,2.5,1,NA,NA
Drypetes pendula Ridl.,others,insect,simple,thinly velvety brown to dark dull red,drupe,oblong,NA,n,"leathery, fleshy",NA,NA,NA,NA,5.08,NA,NA,NA,NA,6.35,NA,NA,NA,2.5,NA,3,NA,NA
Nephelium cuspidatum var. eriopetalum Blume | (Miq.) Leenh.,"ingestion (berries, drupes or aggregate fruits)",insect,protected,NA,lobed,ellipsoid to globose,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA
Dracaena maingayi Hook. f.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,orange,berry,globose,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA
Scleropyrum pentandrum (Dennst.) Mabb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,ovoid or pear-shaped,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,NA,NA,NA
Palaquium gutta (Hook.) Baill.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,red,berry,ovoid to globose,NA,NA,"finely hairy, fleshy",NA,oblong,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,2.54,NA,20.32,15.24
Quassia indica (Gaertn.) Nooteb.,"ingestion (berries, drupes or aggregate fruits)",insect,simple,NA,drupe,flattened,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2.5,NA,35,25
